Park Name,County,Park Identifier,Park Address,Fire Authority,Jurisdiction,MH Spaces,RV Lots w/Drains,RV Lots w/o Drains,Operated By
TULARE MOBILE HOME PARK,TULARE,54-0013-MP,"9246 RD 236, TERRA BELLA, CA,  93270,  (510) 823-6632","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",26,0,0,"CAL VALLEY INVESTMENTS LLC, 711 S. NINTH, MODESTO,  CA,  95351, "
FRIENDS RV PARK,TULARE,54-0165-MP,"9849 RD 232, TERRA BELLA, CA,  93270,  (559) 535-0144","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",0,42,0,"BARNHART, LORI, 2524 E HILLCREST CT, VISALIA,  CA,  93292, "
SPLIT MOUNTAIN PARK,SAN DIEGO,37-0111-MP,"5525 SPLIT MOUNTAIN RD, BORREGO SPRINGS, CA,  92004,  (619) 422-5279","undefined , undefined, undefined, undefined,undefined,undefined,","SAN DIEGO, DEPT. ENVIRONMENTAL HEALTH & QUALITY MOBILEHOME PARKS PROGRAM PO BOX 129261,  SAN DIEGO,  CA,  92112,  (619) 338-2222, ",75,0,0,"GRAMCKO, FRED, 5525 SPLIT MOUNTAIN RD, BORREGO SPRINGS,  CA,  92004, "
SANTIAGO ESTATES BORREGO SPRGS,SAN DIEGO,37-0430-MP,"3076 DI GIORGIO RD, BORREGO SPRINGS, CA,  92004,  (619) 767-5545","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","SAN DIEGO, DEPT. ENVIRONMENTAL HEALTH & QUALITY MOBILEHOME PARKS PROGRAM PO BOX 129261,  SAN DIEGO,  CA,  92112,  (619) 338-2222, ",97,0,0,"SANTIAGO MANAGEMENT CO INC, 1500 E. SAN RAFAEL #171, PALM SPRINGS,  CA,  92262, "
37-0453,SAN DIEGO,37-1577-MP,"4875 HWY 78, BORREGO SPRINGS, CA,  92004,  (619) 767-5670","undefined , undefined, undefined, undefined,undefined,undefined,","SAN DIEGO, DEPT. ENVIRONMENTAL HEALTH & QUALITY MOBILEHOME PARKS PROGRAM PO BOX 129261,  SAN DIEGO,  CA,  92112,  (619) 338-2222, ",2,47,0,"HIPCHEN, PATRICIA, 4875 HWY 78, BORREGO SPRINGS,  CA,  92004, "
LEAPIN LIZARD RV RANCH,SAN DIEGO,37-0389-MP,"5929 KUNKLER LN, BORREGO SPRINGS, CA,  92004,  (619) 744-2571","undefined , undefined, undefined, undefined,undefined,undefined,","SAN DIEGO, DEPT. ENVIRONMENTAL HEALTH & QUALITY MOBILEHOME PARKS PROGRAM PO BOX 129261,  SAN DIEGO,  CA,  92112,  (619) 338-2222, ",61,0,0,"TRAVISS, SIEGFRIED, 5929 KUNKLER LN, BORREGO SPRINGS,  CA,  92004, "
DESERT SANDS PARK\PLUNGE,SAN DIEGO,37-0310-MP,"277 W PALM CANYON DR, BORREGO SPRINGS, CA,  92004,  (619) 767-5554","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","SAN DIEGO, DEPT. ENVIRONMENTAL HEALTH & QUALITY MOBILEHOME PARKS PROGRAM PO BOX 129261,  SAN DIEGO,  CA,  92112,  (619) 338-2222, ",71,0,0,"FRANK, WARREN, 9350 TRADE PLACE #C, SAN DIEGO,  CA,  92126, "
PALM CANYON HOTEL & RV RESORT,SAN DIEGO,37-1586-MP,"221 PALM CANYON DR, BORREGO SPRINGS, CA,  92004,  (619) 674-6636","undefined , undefined, undefined, undefined,undefined,undefined,","SAN DIEGO, DEPT. ENVIRONMENTAL HEALTH & QUALITY MOBILEHOME PARKS PROGRAM PO BOX 129261,  SAN DIEGO,  CA,  92112,  (619) 338-2222, ",0,0,142,"RTA PALM CANYON RESORT LLC, PO BOX 956, BORREGO SPRINGS,  CA,  92004, "
EL RANCHO TRAILER VILLA,SAN DIEGO,37-0027-MP,"850 E PALM CANYON DR, BORREGO SPRINGS, CA,  92004,  (619) 560-5934","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","SAN DIEGO, DEPT. ENVIRONMENTAL HEALTH & QUALITY MOBILEHOME PARKS PROGRAM PO BOX 129261,  SAN DIEGO,  CA,  92112,  (619) 338-2222, ",39,0,0,"ROSAMOND 5 PROPERTIES LLC, 936 MONTERY BLVD, HERMOSA BEACH,  CA,  90254, "
PONCHOROSA TRAILER PARK,SAN DIEGO,37-0549-MP,"5537 HWY 78, BORREGO SPRINGS, CA,  92004,  (619) 599-9244","undefined , undefined, undefined, undefined,undefined,undefined,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",,,,"undefined, undefined, undefined,  undefined,  undefined, "
THE ROADRUNNER CLUB AT BORREGO, LP,SAN DIEGO,37-0461-MP,"1010 PALM CANYON RD, BORREGO SPRINGS, CA,  92004,  (619) 448-0244","undefined , undefined, undefined, undefined,undefined,undefined,","SAN DIEGO, DEPT. ENVIRONMENTAL HEALTH & QUALITY MOBILEHOME PARKS PROGRAM PO BOX 129261,  SAN DIEGO,  CA,  92112,  (619) 338-2222, ",325,0,0,"THE ROADRUNNER CLUB AT BORREGO LP, 3511 DEL PASO RD STE 160/147, SACRAMENTO,  CA,  95835, "
LAZY WAY MH ESTATES,SAN DIEGO,37-0464-MP,"3437 YAQUI PASS RD, BORREGO SPRINGS, CA,  92004,  (760) 520-2443","undefined , undefined, undefined, undefined,undefined,undefined,","SAN DIEGO, DEPT. ENVIRONMENTAL HEALTH & QUALITY MOBILEHOME PARKS PROGRAM PO BOX 129261,  SAN DIEGO,  CA,  92112,  (619) 338-2222, ",2,0,0,"LYPPS, THOMAS, 908 TAYLOR ST, VISTA,  CA,  92084, "
IRONWOOD MHP,SAN DIEGO,37-0658-MP,"5539 HWY 78, BORREGO SPRINGS, CA,  92004,  (619) 279-0411","undefined , undefined, undefined, undefined,undefined,undefined,","SAN DIEGO, DEPT. ENVIRONMENTAL HEALTH & QUALITY MOBILEHOME PARKS PROGRAM PO BOX 129261,  SAN DIEGO,  CA,  92112,  (619) 338-2222, ",2,0,0,"GARVER, MICHAEL, 5539 HWY 78, BORREGO SPRINGS,  CA,  92004, "
PALOVERDE MHP,SAN DIEGO,37-1653-MP,"330 PALM CANYON, BORREGO SPRINGS, CA,  92004,  (619) 433-1414","undefined , undefined, undefined, undefined,undefined,undefined,","SAN DIEGO, DEPT. ENVIRONMENTAL HEALTH & QUALITY MOBILEHOME PARKS PROGRAM PO BOX 129261,  SAN DIEGO,  CA,  92112,  (619) 338-2222, ",27,0,0,"DORIA, LEWIS, PO BOX 600645, SAN DIEGO,  CA,  92160, "
OCOTILLO OASIS,SAN DIEGO,37-0559-MP,"5145 HWY 78, BORREGO SPRINGS, CA,  92004,  (619) 561-4192","undefined , undefined, undefined, undefined,undefined,undefined,","SAN DIEGO, DEPT. ENVIRONMENTAL HEALTH & QUALITY MOBILEHOME PARKS PROGRAM PO BOX 129261,  SAN DIEGO,  CA,  92112,  (619) 338-2222, ",34,0,0,"TURNER, FREDERICK, 133 SEEMAN DRIVE, ENCINITAS,  CA,  92024, "
CHAMPAGNE VILLAGE,SAN DIEGO,37-0362-MP,"8975 LAWRENCE WELK BLVD, ESCONDIDO, CA,  92026,  (619) 749-8008","undefined , undefined, undefined, undefined,undefined,undefined,","SAN DIEGO, DEPT. ENVIRONMENTAL HEALTH & QUALITY MOBILEHOME PARKS PROGRAM PO BOX 129261,  SAN DIEGO,  CA,  92112,  (619) 338-2222, ",457,0,0,"CHAMPAGNE VILLAGE, 8975-461 LAWRENCE WELK DR, ESCONDIDO,  CA,  92026, "
MOBILE HAVEN MHP,SAN DIEGO,37-0197-MP,"215 E WASHINGTON AVE, ESCONDIDO, CA,  92026,  (619) 575-1663","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","ESCONDIDO, MOBILEHOME PARKS PROGRAM 201 NORTH BROADWAY,  ESCONDIDO,  CA,  92025,  (760) 839-4509, WILSON, TERRY",29,0,0,"ESCONDIDO SENIOR HOUSING PARTNERS, 360 E. WASHINGTON AVENUE, ESCONDIDO,  CA,  92025, "
LAKE BERNARDO MOBILE ESTATES,SAN DIEGO,37-0242-MP,"1202 BORDEN RD, ESCONDIDO, CA,  92026,  (619) 748-3189","undefined , undefined, undefined, undefined,undefined,undefined,","ESCONDIDO, MOBILEHOME PARKS PROGRAM 201 NORTH BROADWAY,  ESCONDIDO,  CA,  92025,  (760) 839-4509, WILSON, TERRY",167,0,0,"HOHNSTEIN, PHIL, 23704-5 EL TORO RD #324 ATTN: ESTHER WILSON, LAKE FOREST,  CA,  92630, "
IVY DEL TP,SAN DIEGO,37-0094-MP,"25235 N CENTRE CITY PKWY, ESCONDIDO, CA,  92026,  (619) 424-9862","undefined , undefined, undefined, undefined,undefined,undefined,","SAN DIEGO, DEPT. ENVIRONMENTAL HEALTH & QUALITY MOBILEHOME PARKS PROGRAM PO BOX 129261,  SAN DIEGO,  CA,  92112,  (619) 338-2222, ",43,0,0,"POTTS, IVAN, 25235 N CENTRE CITY PKWY, ESCONDIDO,  CA,  92026, "
RANCHO ESCONDIDO,SAN DIEGO,37-0477-MP,"525 W EL NORTE PKWY, ESCONDIDO, CA,  92026,  (619) 782-3709","undefined , undefined, undefined, undefined,undefined,undefined,","ESCONDIDO, MOBILEHOME PARKS PROGRAM 201 NORTH BROADWAY,  ESCONDIDO,  CA,  92025,  (760) 839-4509, WILSON, TERRY",338,0,0,"RANCHO ESCONDIDO HOMEOWNERS ASSOCIATION, 525 W EL NORTE PKWY, ESCONDIDO,  CA,  92026, "
SUNDANCE MHP,SAN DIEGO,37-1130-MP,"2250 N BROADWAY, ESCONDIDO, CA,  92026,  (760) 741-1911","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","ESCONDIDO, MOBILEHOME PARKS PROGRAM 201 NORTH BROADWAY,  ESCONDIDO,  CA,  92025,  (760) 839-4509, WILSON, TERRY",88,0,0,"SUNDANCE MHC, LP, 19772 MAC ARTHUR BLVD SUITE # 100, IRVINE,  CA,  92612, "
RANCH CLUB MOBILE ESTATES,SANTA BARBARA,42-0117-MP,"330 W HWY 246, BUELLTON, CA,  93427,  (805) 963-1971","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",232,0,0,"JURKOWITZ, M/SANDERS M, 1933 CLIFF DR #2, SANTA BARBARA,  CA,  93109, "
FLYING FLAGS TRAVEL PARK,SANTA BARBARA,42-0118-MP,"180 AVE OF THE FLAGS, BUELLTON, CA,  93427,  (805) 963-1971","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",0,257,0,"FLYING FLAGS ASSOCIATES L P, 180 AVENUE OF THE FLAGS, BUELLTON,  CA,  93427, "
RIVERGROVE MHP,SANTA BARBARA,42-0055-MP,"80 ZACA ST, BUELLTON, CA,  93427,  (805) 929-3248","SANTA BARBARA COUNTY FIRE DEPARTMENT , 4410 CATHEDRAL OAKS ROAD, SANTA BARBARA, CA,93110,8056815500,HAHN, CHRIS","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",76,17,0,"RIVERGROVE MOBILEHOME PARK LLC, 1635 AVIATION BLVD, REDONDO BEACH,  CA,  90278, "
PINE VALLEY TP,SAN DIEGO,37-0775-MP,"27521 OLD HWY 80, GUATAY, CA,  91931,  (619) 473-9040","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","SAN DIEGO, DEPT. ENVIRONMENTAL HEALTH & QUALITY MOBILEHOME PARKS PROGRAM PO BOX 129261,  SAN DIEGO,  CA,  92112,  (619) 338-2222, ",2,83,0,"OFLYNN, ANN, 67 BALBOA COVES, NEWPORT BEACH,  CA,  92660, "
MIRAMAR MOBILE HOME & RV PARK,SAN DIEGO,37-0176-MP,"409 PALM AVE, IMPERIAL BEACH, CA,  91932,  (619) 550-6581","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",26,77,0,"MIRAMAR IMPERIAL BEACH LLC, PO BOX 1919, RANCHO CUCAMONGA,  CA,  91729, "
BERNARDO SHORES RV PK,SAN DIEGO,37-0263-MP,"500 HWY 75, IMPERIAL BEACH, CA,  91932,  (619) 429-9000","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",1,123,0,"THE BERNARD JOSEPH SMITH TRUST, 500 HIGHWAY 75, IMPERIAL BEACH,  CA,  91932, "
IMPERIAL TP,SAN DIEGO,37-0093-MP,"674 PALM AVE, IMPERIAL BEACH, CA,  91932,  (619) 424-9862","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",54,0,6,"IMPERIAL TRAILER PARK LP, C/O DENNIS PENNELL 244 PALOMAR ST STE A, CHULA VISTA,  CA,  91911, "
SUNNY OAKS MHP,SAN LUIS OBISPO,40-0119-MP,"1701 LOS OSOS VALLEY RD, LOS OSOS, CA,  93402,  (805) 528-1686","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",65,0,0,"RESIDENT OWNED PARKS INC, 7420 GREENHAVEN DR #125, SACRAMENTO,  CA,  95831, "
SEA OAKS,SAN LUIS OBISPO,40-0205-MP,"1675 LOS OSOS VALLEY, LOS OSOS, CA,  93402,  (805) 528-2234","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",125,0,0,"MHC OPERATING L P, PO BOX 8000, MONSEY,  NY,  10952, "
DAISY HILL MP,SAN LUIS OBISPO,40-0144-MP,"1595 LOS OSOS VALLEY, LOS OSOS, CA,  93402,  (805) 528-1551","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",139,0,0,"DAISY HILL ESTATES INC, 1595 LOS OSOS VALLEY RD, LOS OSOS,  CA,  93402, "
BAR K MHP,SAN LUIS OBISPO,40-0096-MP,"272 S OAKGLEN AVE, NIPOMO, CA,  93444,  (805) 302-9404","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",25,0,0,"BRENT, DENNIS, PO BOX 298, SOMIS,  CA,  93066, "
WHISPERING PINE MHP,SAN LUIS OBISPO,40-0151-MP,"125 N FRONTAGE RD, NIPOMO, CA,  93444,  (805) 929-5780","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",14,0,0,"VONS CO, ATTN PROPERTY MANAGEMENT PO BOX 3338, LOS ANGELES,  CA,  90051, "
BUENA VISTA MOBILE HOME PARK,SAN LUIS OBISPO,40-0099-MP,"449 W TEFFT RD, NIPOMO, CA,  93444,  (805) 929-4265","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",46,0,0,"BUENA VISTA MHP LLC, 6653 EMBARCADERO DR. SUITE # C, STOCKTON,  CA,  95219, "
MARLINS RV PARK,CONTRA COSTA,07-0018-MP,"381 ARTHUR RD, MARTINEZ, CA,  94553,  (707) 864-0681","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",0,15,0,"NEWELL, WALTER & JUDY NEWELL-SCHULTZ, 4171 SUISUN VALLEY RD #F, FAIRFIELD,  CA,  94534, "
RIVER MOUNTAIN ACTION,EL DORADO,09-0147-MP,"7291 HWY 49, LOTUS, CA,  95651,  (530) 642-8554","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",0,0,18,"MOGFORD, ROGER, undefined, undefined,  undefined,  undefined, "
MOTHER LODE CAMP,EL DORADO,09-0138-MP,"6280 HWY 49, LOTUS, CA,  95651,  (530) 626-4187","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",0,0,7,"MOTHER LODE RIVER TRIPS, LTD, PO BOX 456, COLOMA,  CA,  95613, "
ROCK N WATER,EL DORADO,09-0139-MP,"6580 HWY 49, LOTUS, CA,  95651,  (530) 621-3918","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",0,0,22,"ROCK N WATER, PO BOX 307, COLOMA,  CA,  95613, "
RIVERS BEND RESORT,EL DORADO,09-0146-MP,"6400 HWY 49, LOTUS, CA,  95651,  (530) 626-5104","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",0,0,20,"MCLEAN, KATHERINE, PO BOX 500, LOTUS,  CA,  95651, "
EARTHTREK EXPEDITIONS,EL DORADO,09-0136-MP,"7308 HWY 49, LOTUS, CA,  95651,  (530) 642-1900","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",0,0,10,"ASHBURN, JERRY, PO BOX 1010, LOTUS,  CA,  95651, "
CAMP LOTUS,EL DORADO,09-0114-MP,"5461 BASSI RD, LOTUS, CA,  95651,  (530) 622-8672","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",0,0,43,"CENTER, CHARLES, PO BOX 623, LOTUS,  CA,  95651, "
KIOTA DIGGINS LLC,EL DORADO,09-0149-MP,"6500 STATE HWY 49, LOTUS, CA,  95651,  (530) 626-7385","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",0,0,10,"KIOTA DIGGINS LLC, PO BOX 479, LOTUS,  CA,  95651, "
PONDEROSA RESORT,EL DORADO,09-0075-MP,"7291 HWY 49, LOTUS, CA,  95651,  (530) 642-5830","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",4,39,137,"MHC PONDEROSA LIMITED PARTNERSHIP, PO BOX 8000, MONSEY,  NY,  10952, "
M & M  MOBILE HOME PARK,SACRAMENTO,34-10340-MP,"1750 AUBURN BL., SACRAMENTO, CA,  95818,  ","undefined , undefined, undefined, undefined,undefined,undefined,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",,,,"undefined, undefined, undefined,  undefined,  undefined, "
SKYLINE MOBILE PARK,LOS ANGELES,19-1050-MP,"2550 PACIFIC COAST HWY, TORRANCE, CA,  90505,  (310) 539-9008","CITY OF TORRANCE FIRE DEPARTMENT , 3031 TORRANCE BLVD., TORRANCE, CA,90503,3107817639,HASTINGS, SANDIE","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",265,0,0,"SKYLINE PARK LLC, PO BOX 11427, SANTA ANA,  CA,  92711, "
CANDLEWOOD,LOS ANGELES,19-0999-MP,"10745 VICTORIA AVE, WHITTIER, CA,  90604,  (562) 941-0170","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",91,0,0,"JOHN A. DEFALCO MANAGMENT CO., 824 S. EUCLID STREET, FULLERTON,  CA,  92832, "
LA BUONA VITA MP,SANTA CLARA,43-0158-MP,"445 N CAPITOL AVE, SAN JOSE, CA,  95133,  (408) 923-3119","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",108,0,0,"LA BUONA VITA MHC LP, 241 W MAIN STREET, LOS GATOS,  CA,  95030, "
SYLVAN VILLAS,LOS ANGELES,19-0961-MP,"830 S AZUSA AVE, AZUSA, CA,  91702,  (626) 334-4210","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",65,0,0,"SYLVAN VILLAS MHC LLC, 1910 TERRACINA DRIVE # 100, SACRAMENTO,  CA,  95834, "
FOOTHILL VISTA MHP,LOS ANGELES,19-0984-MP,"840 E FOOTHILL, AZUSA, CA,  91702,  (818) 334-1134","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",205,0,0,"GORLICK USLANER MATZNER & FREED, 430 S. SAN DIMAS AVE., SAN DIMAS,  CA,  91773, "
AZUSA SPRINGS PARTNERS,LOS ANGELES,19-1577-MP,"100 OLD SAN GABRIEL CANYON RD, AZUSA, CA,  91702,  (818) 368-0933","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",12,0,0,"WATERSHED CONSERVATION AUTHORITY, 900 S. FREMONT AVE ANNEX 2ND FL, ALHAMBRA,  CA,  91803, "
CAMP WILLIAMS,LOS ANGELES,19-0095-MP,"24210 E EAST FORK RD, AZUSA, CA,  91702,  (909) 596-6132","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",44,0,49,"LENZ, ROBERT, 3515 HIGHLAND AVE SUITE # 101, MANHATTAN BEACH,  CA,  90266, "
AZUSA MOBILE HOME PARK,LOS ANGELES,19-0039-MP,"812 N LOREN AVE, AZUSA, CA,  91702,  (626) 334-2306","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",46,0,0,"KENDALL AZUSA COMMUNITIES LLC, 17300 RED HILL AVE SUITE 208, IRVINE,  CA,  92614, "
ARROW PINES MOBILE ESTATES,LOS ANGELES,19-1012-MP,"1081 W. ARROW HIGHWAY, AZUSA, CA,  91702,  (626) 334-4427","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",103,0,0,"ARROW PINES ASSET PARTNERS LP, PO BOX 2308, LAGUNA HILLS,  CA,  92654, "
FOLLOW CAMP WEST,LOS ANGELES,19-0637-MP,"23100 E FORK RD, AZUSA, CA,  91702,  (818) 910-1100","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",2,56,80,"FLOCHAL INC, undefined, undefined,  undefined,  undefined, "
FOLLOWS CAMP,LOS ANGELES,19-1437-MP,"23400 E FORK RD, AZUSA, CA,  91702,  (818) 910-1100","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",1,39,120,"undefined, undefined, undefined,  undefined,  undefined, "
SIERRAVILLE TP,SIERRA,46-0005-MP,"PO BOX 38 HWY 49, SIERRAVILLE, CA,  96126,  (530) 426-9041","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",9,0,3,"CROSE, HEATHER, PO BOX 38, SIERRAVILLE,  CA,  96126, "
WEBBER LAKE RANCH,SIERRA,46-0026-MP,"HWY 89\FIBERBOARD RD, SIERRAVILLE, CA,  96126,  (530) 582-4711","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",0,0,47,"TRUCKEE DONNER LAND TRUST, PO BOX 8816, TRUCKEE,  CA,  96162, "
SLEEPY HOLLOW MHP,LASSEN,18-0004-MP,"2000 ASH P.O. BOX 806, SUSANVILLE, CA,  96130,  (530) 257-6463","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",28,0,0,"CANALE, BERARD & NOLEN, JOEL, 1501-A RIVERSIDE DR, SUSANVILLE,  CA,  96130, "
EAGLE LAKE RV PARK,LASSEN,18-0006-MP,"687-125 PALMETTO WAY, SUSANVILLE, CA,  96130,  (530) 825-3133","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",1,62,0,"SCHMITT, SYLVIA, 18135 CLEAR CREEK RD., REDDING,  CA,  96001, "
SUSANVILLE VILLAGE LLC,LASSEN,18-0011-MP,"702 715 OLD JOHNSTONVILLE RD, SUSANVILLE, CA,  96130,  (916) 803-1031","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",49,0,0,"SUSANVILLE VILLAGE LLC, PO BOX 1565, WESTWOOD,  CA,  96137, "
